"libDefaultRefs","primMesh","path","size","sourcePrefabRefs","magenta","classification","name","orphanScripts","isBinary"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\BoulderSmall.prefab","3152","1","0","LFS-VARIANT","BoulderSmall.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\Bow.prefab","3144","1","0","LFS-VARIANT","Bow.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\BreastplateFull.prefab","3156","1","0","LFS-VARIANT","BreastplateFull.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\BreastplateLamellar.prefab","3160","1","0","LFS-VARIANT","BreastplateLamellar.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\BrewingRack.prefab","3152","1","0","LFS-VARIANT","BrewingRack.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\BrickPile.prefab","3168","1","0","LFS-VARIANT","BrickPile.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\Butterfly.prefab","3164","1","0","LFS-VARIANT","Butterfly.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\CandelabraTriple.prefab","3164","1","0","LFS-VARIANT","CandelabraTriple.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\CandleHolderTable.prefab","3160","1","0","LFS-VARIANT","CandleHolderTable.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\CandleHolderWall.prefab","3156","1","0","LFS-VARIANT","CandleHolderWall.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\CartFull.prefab","3148","1","0","LFS-VARIANT","CartFull.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\CartWheel.prefab","3168","1","0","LFS-VARIANT","CartWheel.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\CarvedStoneObelisk.prefab","3160","1","0","LFS-VARIANT","CarvedStoneObelisk.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\CassianCarter.prefab","3156","1","0","LFS-VARIANT","CassianCarter.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\CathedralChoirSpirit.prefab","3160","1","0","LFS-VARIANT","CathedralChoirSpirit.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\CattailReed.prefab","3168","1","0","LFS-VARIANT","CattailReed.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\Cauldron.prefab","3156","1","0","LFS-VARIANT","Cauldron.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\CavernWallCrystals.prefab","3184","1","0","LFS-VARIANT","CavernWallCrystals.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\CelestialOrrery.prefab","3156","1","0","LFS-VARIANT","CelestialOrrery.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\ChestStudded.prefab","3152","1","0","LFS-VARIANT","ChestStudded.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\CitadelChimney.prefab","3156","1","0","LFS-VARIANT","CitadelChimney.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\ClayUrn.prefab","3156","1","0","LFS-VARIANT","ClayUrn.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\ClockFace.prefab","3152","1","0","LFS-VARIANT","ClockFace.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\ClockworkArm.prefab","3152","1","0","LFS-VARIANT","ClockworkArm.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\ClockworkGiantGear.prefab","3160","1","0","LFS-VARIANT","ClockworkGiantGear.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\ClockworkSmallGear.prefab","3160","1","0","LFS-VARIANT","ClockworkSmallGear.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\CloudPlatform.prefab","3168","1","0","LFS-VARIANT","CloudPlatform.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\Compass.prefab","3148","1","0","LFS-VARIANT","Compass.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\CoolingCoil.prefab","3168","1","0","LFS-VARIANT","CoolingCoil.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\CrackedFlagstone.prefab","3172","1","0","LFS-VARIANT","CrackedFlagstone.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\CrateLarge.prefab","3164","1","0","LFS-VARIANT","CrateLarge.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\CrateMed.prefab","3156","1","0","LFS-VARIANT","CrateMed.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\CrateSmall.prefab","3160","1","0","LFS-VARIANT","CrateSmall.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\Crossbow.prefab","3148","1","0","LFS-VARIANT","Crossbow.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\CrownOfResonance.prefab","3172","1","0","LFS-VARIANT","CrownOfResonance.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\CrystalCluster.prefab","3184","1","0","LFS-VARIANT","CrystalCluster.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\CrystalHall.prefab","3152","1","0","LFS-VARIANT","CrystalHall.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\CrystalSentry.prefab","3172","1","0","LFS-VARIANT","CrystalSentry.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\CrystalThrone.prefab","3164","1","0","LFS-VARIANT","CrystalThrone.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\CuttingBoard.prefab","3152","1","0","LFS-VARIANT","CuttingBoard.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\CymaticGardenBed.prefab","3160","1","0","LFS-VARIANT","CymaticGardenBed.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\CymaticTray.prefab","3152","1","0","LFS-VARIANT","CymaticTray.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\Cypress.prefab","3148","1","0","LFS-VARIANT","Cypress.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\Dagger.prefab","3148","1","0","LFS-VARIANT","Dagger.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\DeadOak.prefab","3156","1","0","LFS-VARIANT","DeadOak.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\Didgeridoo.prefab","3168","1","0","LFS-VARIANT","Didgeridoo.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\DissonanceCrystal_Black.prefab","3180","1","0","LFS-VARIANT","DissonanceCrystal_Black.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\DissonanceCrystal_Green.prefab","3180","1","0","LFS-VARIANT","DissonanceCrystal_Green.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\DissonanceCrystal_Red.prefab","3188","1","0","LFS-VARIANT","DissonanceCrystal_Red.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\DissonanceCrystal.prefab","3200","1","0","LFS-VARIANT","DissonanceCrystal.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\DistillationTower.prefab","3176","1","0","LFS-VARIANT","DistillationTower.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\DomedRotunda.prefab","3152","1","0","LFS-VARIANT","DomedRotunda.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\Donkey.prefab","3168","1","0","LFS-VARIANT","Donkey.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\DoorwayWithDoor.prefab","3156","1","0","LFS-VARIANT","DoorwayWithDoor.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\Dormer.prefab","3148","1","0","LFS-VARIANT","Dormer.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\Dragonfly.prefab","3168","1","0","LFS-VARIANT","Dragonfly.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\Eagle.prefab","3148","1","0","LFS-VARIANT","Eagle.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\EchohavenBrazier.prefab","3156","1","0","LFS-VARIANT","EchohavenBrazier.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\EyeOfProvidenceRelief.prefab","3172","1","0","LFS-VARIANT","EyeOfProvidenceRelief.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\FallenLog.prefab","3152","1","0","LFS-VARIANT","FallenLog.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\FencePanel.prefab","3152","1","0","LFS-VARIANT","FencePanel.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\Fern.prefab","3176","1","0","LFS-VARIANT","Fern.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\Fiddle.prefab","3156","1","0","LFS-VARIANT","Fiddle.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\Finial.prefab","3148","1","0","LFS-VARIANT","Finial.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\FireplaceHearth.prefab","3156","1","0","LFS-VARIANT","FireplaceHearth.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\FishBass.prefab","3164","1","0","LFS-VARIANT","FishBass.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\FishKoi.prefab","3164","1","0","LFS-VARIANT","FishKoi.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\FishTrout.prefab","3168","1","0","LFS-VARIANT","FishTrout.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\FloatingTome.prefab","3152","1","0","LFS-VARIANT","FloatingTome.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\Flute.prefab","3156","1","0","LFS-VARIANT","Flute.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\FlyingButtress.prefab","3156","1","0","LFS-VARIANT","FlyingButtress.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\ForgeBellows.prefab","3168","1","0","LFS-VARIANT","ForgeBellows.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\ForgeHammer.prefab","3152","1","0","LFS-VARIANT","ForgeHammer.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\FountainHead.prefab","3148","1","0","LFS-VARIANT","FountainHead.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\FrequencySliderStand.prefab","3160","1","0","LFS-VARIANT","FrequencySliderStand.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\Frog.prefab","3160","1","0","LFS-VARIANT","Frog.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\FryingPan.prefab","3168","1","0","LFS-VARIANT","FryingPan.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\GableEnd.prefab","3148","1","0","LFS-VARIANT","GableEnd.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\GardenStatueCherub.prefab","3176","1","0","LFS-VARIANT","GardenStatueCherub.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\Gargoyle.prefab","3148","1","0","LFS-VARIANT","Gargoyle.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\Gate.prefab","3144","1","0","LFS-VARIANT","Gate.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\GauntletsPair.prefab","3156","1","0","LFS-VARIANT","GauntletsPair.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\GiantAnvil.prefab","3152","1","0","LFS-VARIANT","GiantAnvil.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\GiantForge.prefab","3152","1","0","LFS-VARIANT","GiantForge.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\GiantSkeletonKey.prefab","3156","1","0","LFS-VARIANT","GiantSkeletonKey.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\GlassArmonica.prefab","3172","1","0","LFS-VARIANT","GlassArmonica.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\GlowingFlowerPatch.prefab","3176","1","0","LFS-VARIANT","GlowingFlowerPatch.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\GoldenBoughTree.prefab","3176","1","0","LFS-VARIANT","GoldenBoughTree.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\Gong.prefab","3144","1","0","LFS-VARIANT","Gong.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\GrainSack.prefab","3152","1","0","LFS-VARIANT","GrainSack.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\GrandBellLarge.prefab","3156","1","0","LFS-VARIANT","GrandBellLarge.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\GrandBellTower.prefab","3164","1","0","LFS-VARIANT","GrandBellTower.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\GreavesPair.prefab","3152","1","0","LFS-VARIANT","GreavesPair.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\Greenhouse.prefab","3160","1","0","LFS-VARIANT","Greenhouse.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\GridIntersection.prefab","3164","1","0","LFS-VARIANT","GridIntersection.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\Hammer.prefab","3148","1","0","LFS-VARIANT","Hammer.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\HandDrum.prefab","3148","1","0","LFS-VARIANT","HandDrum.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\HangingChain.prefab","3176","1","0","LFS-VARIANT","HangingChain.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\HangingLantern.prefab","3156","1","0","LFS-VARIANT","HangingLantern.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\HangingMoss.prefab","3152","1","0","LFS-VARIANT","HangingMoss.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\HarmonicTile_Flower.prefab","3168","1","0","LFS-VARIANT","HarmonicTile_Flower.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\HarmonicTile_Spiral.prefab","3176","1","0","LFS-VARIANT","HarmonicTile_Spiral.prefab","0","True"
"0","0","C:\dev\_wt_s11_l6_prefabs\Assets\_Project\Prefabs\Moon1\Blender\HarmonicTile_Square.prefab","3192","1","0","LFS-VARIANT","HarmonicTile_Square.prefab","0","True"
